,ver_claim_ids,named_entities
14518,vclaim-pol-14518,"[['Obama Health and Human Services Department', 'not available', 'not available'], ['health record', 1107036, 'Q1324077'], ['U.S.', 3434750, 'Q30'], ['2014', 'not available', 'not available'], ['Body Mass Index', 4788, 'Q131191']]"
14519,vclaim-pol-14519,"[['50', 'not available', 'not available']]"
14520,vclaim-pol-14520,"[['budget deficit', 1897997, 'Q1566674'], ['65', 'not available', 'not available']]"
14521,vclaim-pol-14521,[]
14522,vclaim-pol-14522,"[['Perry', 'not available', 'not available']]"
14523,vclaim-pol-14523,"[['mosque', 19894, 'Q32815']]"
14524,vclaim-pol-14524,"[['Rhode Island', 25410, 'Q1387'], ['150', 'not available', 'not available'], ['pension plans', 43613, 'Q156223'], ['public workers', 334803, 'Q294217']]"
14525,vclaim-pol-14525,"[['billion dollars', 428105, 'Q1062083']]"
14526,vclaim-pol-14526,"[['Gov.', 12861, 'Q2347975'], ['Rick Perry', 545253, 'Q215057'], ['Texas', 29810, 'Q1439'], ['unemployment', 31741, 'Q41171'], ['22', 'not available', 'not available']]"
14527,vclaim-pol-14527,"[['sales tax', 296328, 'Q11055488'], ['$300 million', 'not available', 'not available'], ['City of Tampa', 92995, 'Q49255']]"
14528,vclaim-pol-14528,"[['Lincoln Memorial', 52369, 'Q213559']]"
14529,vclaim-pol-14529,"[['Republicans', 32070, 'Q29468'], ['child care', 389615, 'Q1455871'], ['tax credit', 299493, 'Q1062630']]"
14530,vclaim-pol-14530,"[['Jeff', 'not available', 'not available'], ['Atwater', 'not available', 'not available'], ['months ago', 1160837, 'Q3488489'], ['FDIC', 164394, 'Q1345065']]"
14531,vclaim-pol-14531,"[['Jim Renacci', 24472207, 'Q976676']]"
14532,vclaim-pol-14532,"[['Paul Broun Jr.', 12302529, 'Q2059020'], ['crush videos', 1759100, 'Q1142083']]"
14533,vclaim-pol-14533,"[['Obama is a Muslim', 26472604, 'Q4858125']]"
14534,vclaim-pol-14534,"[['Muslim', 19541, 'Q47740']]"
14535,vclaim-pol-14535,"[['mosque', 19894, 'Q32815']]"
14536,vclaim-pol-14536,"[['Bill Lynch', 8462405, 'Q4909979']]"
14537,vclaim-pol-14537,"[['Obama', 534366, 'Q76'], ['Iraq War', 5043324, 'Q545449']]"
14538,vclaim-pol-14538,"[['Rob Portman', 703464, 'Q926069'], ['Mahoning', 93054, 'Q485502'], ['China', 5405, 'Q148']]"
14539,vclaim-pol-14539,[]
14540,vclaim-pol-14540,"[['United States', 3434750, 'Q30'], ['50th', 'not available', 'not available'], ['life expectancy', 18669, 'Q188419']]"
14541,vclaim-pol-14541,"[['birthright citizenship', 7545952, 'Q4917105'], ['illegal immigrants', 7124412, 'Q856681']]"
14542,vclaim-pol-14542,[]
14543,vclaim-pol-14543,"[['video gaming', 5363, 'Q7889']]"
14544,vclaim-pol-14544,"[['February 2009', 21447671, 'Q3586551'], ['private sector', 251540, 'Q591763'], ['federal government', 195149, 'Q48525']]"
14545,vclaim-pol-14545,"[['Joe Sestak', 4021200, 'Q984183'], ['death tax', 19279011, 'Q5400691'], ['IRS', 23430752, 'Q973587']]"
14546,vclaim-pol-14546,"[['iPod Touch', 13111239, 'Q14094'], ['school students', 155526, 'Q48282'], ['Utah', 31716, 'Q829'], ['BlackBerry', 71996, 'Q171819'], ['smart phones', 167079, 'Q22645'], ['ants', 2594, 'Q7386'], ['East Africa', 260987, 'Q27407']]"
14547,vclaim-pol-14547,"[['Roy Barnes', 839410, 'Q882665'], ['of dollars', 'not available', 'not available'], ['Americans', 'not available', 'not available']]"
14548,vclaim-pol-14548,"[['mosque', 19894, 'Q32815'], ['cultural center', 6065329, 'Q1329623']]"
14549,vclaim-pol-14549,"[['health care law', 25226624, 'Q1414593'], ['real estate', 47707435, 'Q684740'], ['3.8%', 'not available', 'not available'], ['Sales Tax', 296328, 'Q11055488']]"
14550,vclaim-pol-14550,"[['81 percent', 'not available', 'not available'], ['LBJ Hospital', 'not available', 'not available'], ['Houston', 13774, 'Q16555']]"
14551,vclaim-pol-14551,"[['U.S. Rep', 19468510, 'Q11701'], ['Jim Marshall', 'not available', 'not available'], ['D-Ga.', 'not available', 'not available'], ['$37,000', 'not available', 'not available'], ['campaign contributions', 339302, 'Q1352232'], ['U.S. Rep', 19468510, 'Q11701'], ['Charles Rangel', 410375, 'Q368091'], ['N.Y.', 8210131, 'Q1384']]"
14552,vclaim-pol-14552,"[['Bill White', 'not available', 'not available']]"
14553,vclaim-pol-14553,"[['Barack Obama', 534366, 'Q76']]"
14554,vclaim-pol-14554,"[['Republicans', 32070, 'Q29468'], ['2 percent', 'not available', 'not available'], ['Muslim', 19541, 'Q47740']]"
14555,vclaim-pol-14555,[]
14556,vclaim-pol-14556,"[['Kendrick Meek', 411233, 'Q533073']]"
14557,vclaim-pol-14557,"[['Scott', 'not available', 'not available'], ['Scott', 'not available', 'not available']]"
14558,vclaim-pol-14558,"[['2008', 'not available', 'not available'], ['Mandel', 'not available', 'not available'], ['2:1', 'not available', 'not available'], ['Democrat', 5043544, 'Q29552'], ['Republican', 32070, 'Q29468']]"
14559,vclaim-pol-14559,"[['Republican candidate', 37643999, 'Q17092708'], ['Georgia', 48830, 'Q1428'], ['birther conspiracy theories', 20617631, 'Q3137784']]"
14560,vclaim-pol-14560,"[['Rick Perry', 545253, 'Q215057'], ['driver licenses', 39527321, 'Q205647'], ['high school dropouts', 2925542, 'Q780562'], ['state law', 620724, 'Q7603706'], ['1989', 'not available', 'not available']]"
14561,vclaim-pol-14561,"[['Mr.', 'not available', 'not available'], ['Caprio', 'not available', 'not available'], ['career politician', 55959, 'Q82955'], ['private sector', 251540, 'Q591763']]"
14562,vclaim-pol-14562,"[['There’s a mosque inside of the Pentagon', 'not available', 'not available']]"
14563,vclaim-pol-14563,"[['U.S.', 3434750, 'Q30'], ['Cuban embargo', 1105954, 'Q1334972'], ['Cuba', 5042481, 'Q241']]"
14564,vclaim-pol-14564,"[['Mark Sharpe', 'not available', 'not available'], ['17 percent', 'not available', 'not available']]"
14565,vclaim-pol-14565,[]
14566,vclaim-pol-14566,"[['U.S. taxpayers', 30552, 'Q7689573'], ['Feisal Abdul Rauf', 18133165, 'Q5441577'], ['Middle East', 19323, 'Q7204']]"
14567,vclaim-pol-14567,"[['Jim Renacci', 24472207, 'Q976676'], ['national sales tax', 296328, 'Q11055488'], ['23 percent', 'not available', 'not available']]"
14568,vclaim-pol-14568,[]
14569,vclaim-pol-14569,"[['80 percent', 'not available', 'not available'], ['trade deficit', 4810, 'Q192796'], ['trade agreement', 217089, 'Q252550'], ['United States', 3434750, 'Q30']]"
14570,vclaim-pol-14570,"[['Rhode Island', 25410, 'Q1387']]"
14571,vclaim-pol-14571,"[['Republicans', 32070, 'Q29468'], ['deficit commission', 26892807, 'Q6971674']]"
14572,vclaim-pol-14572,"[['Bill McCollum', 496218, 'Q862294'], ['Jim Greer', 24338933, 'Q16194562'], ['financial irregularities', 209411, 'Q157833']]"
14573,vclaim-pol-14573,"[['Warren Buffett', 211518, 'Q47213'], ['credit default swaps', 316732, 'Q624028'], ['weapons of mass destruction', 53136, 'Q49394'], ['Greene', 'not available', 'not available']]"
14574,vclaim-pol-14574,"[['Republican', 32070, 'Q29468'], ['Congress', 'not available', 'not available'], ['privatizing Social Security', 1587800, 'Q7550839'], ['legislative agenda', 51913, 'Q49371'], ['Congress', 'not available', 'not available']]"
14575,vclaim-pol-14575,"[['700,000', 'not available', 'not available'], ['illegal immigrants', 7124412, 'Q856681']]"
14576,vclaim-pol-14576,"[['3.3 million', 'not available', 'not available'], ['private sector', 251540, 'Q591763'], ['public sector', 334803, 'Q294217'], ['590,000', 'not available', 'not available'], ['public sector', 334803, 'Q294217']]"
14577,vclaim-pol-14577,"[['$100,000', 'not available', 'not available'], ['$70,000', 'not available', 'not available']]"
14578,vclaim-pol-14578,"[['United States', 3434750, 'Q30'], ['14, number 15', 'not available', 'not available'], ['graduation rates', 31331992, 'Q5249660'], ['high school dropout rates', 2925542, 'Q780562']]"
14579,vclaim-pol-14579,"[['Pam Bondi', 4550623, 'Q7128915']]"
14580,vclaim-pol-14580,"[['1935', 'not available', 'not available'], ['50%', 'not available', 'not available'], ['lived in poverty', 64959, 'Q10294'], ['poverty rate', 64959, 'Q10294'], ['9.4%', 'not available', 'not available']]"
14581,vclaim-pol-14581,[]
14582,vclaim-pol-14582,"[['Unemployment', 31741, 'Q41171'], ['college educations', 1273488, 'Q3054808'], ['4.5 percent', 'not available', 'not available'], ['Unemployment', 31741, 'Q41171'], ['college education', 14423, 'Q136822'], ['4 percent', 'not available', 'not available']]"
14583,vclaim-pol-14583,"[['unemployment rate', 31741, 'Q41171']]"
14584,vclaim-pol-14584,"[['Democratic', 5043544, 'Q29552'], ['TV spot', 180557, 'Q854995']]"
14585,vclaim-pol-14585,[]
14586,vclaim-pol-14586,"[['Obama', 'not available', 'not available'], ['40s', 'not available', 'not available']]"
14587,vclaim-pol-14587,"[['Phoenix', 49121, 'Q16556'], ['Ariz', 'not available', 'not available'], ['2', 'not available', 'not available'], ['kidnapping', 169376, 'Q318296']]"
14588,vclaim-pol-14588,"[['Newt Gingrich', 179187, 'Q182788'], ['Mitt Romney', 426208, 'Q4496'], ['Tim Pawlenty', 237121, 'Q160181'], ['Sarah Palin', 2941511, 'Q43144'], ['Mike Huckabee', 301237, 'Q158813']]"
14589,vclaim-pol-14589,"[['unemployment', 31741, 'Q41171']]"
14590,vclaim-pol-14590,"[['Lincoln Chafee', 335075, 'Q44690'], ['President George W. Bush', 3414021, 'Q207'], ['conservative', 6675, 'Q7169'], ['76%', 'not available', 'not available']]"
14591,vclaim-pol-14591,"[['Ken Mercer', 'not available', 'not available'], ['Sean Hannity', 317383, 'Q557730'], ['James Dobson', 46230, 'Q955266'], ['social studies', 201517, 'Q14565700']]"
14592,vclaim-pol-14592,"[['Kathryn Starkey', 'not available', 'not available']]"
14593,vclaim-pol-14593,"[['Kathryn Starkey', 'not available', 'not available'], ['aided and abetted', 28672722, 'Q4696786'], ['70 percent', 'not available', 'not available'], ['seconding motions', 841944, 'Q7443004'], ['millage rate', 248896, 'Q181011']]"
14594,vclaim-pol-14594,"[['Kathryn Starkey', 'not available', 'not available'], ['liberal Democrats', 3088213, 'Q5870571'], ['sales tax', 296328, 'Q11055488']]"
14595,vclaim-pol-14595,"[['Republicans', 32070, 'Q29468']]"
14596,vclaim-pol-14596,"[['United States', 3434750, 'Q30'], ['26 percent', 'not available', 'not available'], ['Cold War', 325329, 'Q8683'], ['41 percent', 'not available', 'not available']]"
14597,vclaim-pol-14597,"[['military strength', 92357, 'Q8473'], ['100', 'not available', 'not available'], ['al Qaeda', 1921, 'Q34490']]"
14598,vclaim-pol-14598,"[['corporate tax', 912407, 'Q645011']]"
14599,vclaim-pol-14599,"[['Cap and trade legislation', 22246660, 'Q1099378'], ['Zack Space', 4058815, 'Q139887'], ['$1,761', 'not available', 'not available']]"
14600,vclaim-pol-14600,"[['Says Democrat', 'not available', 'not available'], ['Hank Gilbert', 'not available', 'not available'], ['criminal conviction', 146762, 'Q2916183'], ['tax liens', 691619, 'Q7689450'], ['bribe', 260979, 'Q187436'], ['criminal record', 418462, 'Q1070100']]"
14601,vclaim-pol-14601,"[['stimulative', 66391, 'Q211036']]"
14602,vclaim-pol-14602,"[['illegal immigration', 5044573, 'Q185367']]"
14603,vclaim-pol-14603,"[['state income tax', 1416094, 'Q7603703']]"
14604,vclaim-pol-14604,"[['Hank Johnson', 6031063, 'Q983537']]"
14605,vclaim-pol-14605,"[['state budget', 377116, 'Q41263'], ['80 percent', 'not available', 'not available'], ['Rick Perry', 545253, 'Q215057']]"
14606,vclaim-pol-14606,[]
14607,vclaim-pol-14607,"[['McCain', 'not available', 'not available'], ['Kyl', 'not available', 'not available'], ['3,000', 'not available', 'not available'], ['additional troops', 336315, 'Q700853'], ['President Obama', 534366, 'Q76'], ['524', 'not available', 'not available']]"
14608,vclaim-pol-14608,"[['McCain', 'not available', 'not available']]"
14609,vclaim-pol-14609,[]
14610,vclaim-pol-14610,[]
14611,vclaim-pol-14611,"[['loophole', 13621896, 'Q2995606'], ['dog', 4269567, 'Q144'], ['U.S.', 3434750, 'Q30']]"
14612,vclaim-pol-14612,"[['Bill McCollum', 496218, 'Q862294'], ['taxes and fees', 7855351, 'Q5949796'], ['42', 'not available', 'not available'], ['Congress', 'not available', 'not available']]"
14613,vclaim-pol-14613,"[['U.S.', 3434750, 'Q30'], ['$10 billion', 'not available', 'not available'], ['Iraq', 7515928, 'Q796'], ['Baghdad', 4492, 'Q1530']]"
14614,vclaim-pol-14614,"[['$400 billion', 'not available', 'not available'], ['$500 billion', 'not available', 'not available'], ['stimulus plan', 21158533, 'Q466637']]"
14615,vclaim-pol-14615,"[['earmarks', 17649625, 'Q5326920'], ['American', 'not available', 'not available'], ['$15', 'not available', 'not available'], ['$20 billion dollars', 'not available', 'not available'], ['pork-barrel spending', 165754, 'Q1429998']]"
14616,vclaim-pol-14616,"[['106,000', 'not available', 'not available'], ['depression', 840273, 'Q4340209'], ['anxiety', 922, 'Q154430'], ['medication', 180121, 'Q12140']]"
14617,vclaim-pol-14617,"[['$1.4 trillion', 'not available', 'not available'], ['41 cents', 'not available', 'not available'], ['foreign investors', 63121, 'Q4290']]"
14618,vclaim-pol-14618,"[['MARTA', 274851, 'Q1423792'], ['state of Georgia', 48830, 'Q1428']]"
14619,vclaim-pol-14619,"[['United States', 3434750, 'Q30']]"
14620,vclaim-pol-14620,[]
14621,vclaim-pol-14621,"[['DNA evidence', 44290, 'Q476697'], ['crime lab', 6111178, 'Q5185423']]"
14622,vclaim-pol-14622,"[['Bill White', 1515601, 'Q862661'], ['Hurricane Rita', 2703248, 'Q737890']]"
14623,vclaim-pol-14623,"[['income tax', 50845, 'Q179222'], ['Dec. 31', 37614535, 'Q33034'], ['America', 'not available', 'not available']]"
14624,vclaim-pol-14624,"[['President Obama', 534366, 'Q76'], ['2.5 million', 'not available', 'not available'], ['free enterprise', 5416, 'Q6206'], ['500,000', 'not available', 'not available'], ['federal government', 195149, 'Q48525']]"
14625,vclaim-pol-14625,"[['sales tax', 296328, 'Q11055488'], ['Rhode Island', 25410, 'Q1387'], ['2,000', 'not available', 'not available'], ['7,000', 'not available', 'not available'], ['$2 billion', 'not available', 'not available']]"
14626,vclaim-pol-14626,"[['attorney general', 54376, 'Q5358201'], ['18 percent', 'not available', 'not available']]"
14627,vclaim-pol-14627,[]
14628,vclaim-pol-14628,"[['Democrats', 'not available', 'not available'], ['extending the Bush tax cuts', 15393674, 'Q5001455']]"
14629,vclaim-pol-14629,"[['Rob Portman', 703464, 'Q926069'], ['$125,000', 'not available', 'not available'], ['Big Oil', 6099285, 'Q1330390']]"
14630,vclaim-pol-14630,"[['Florida', 18933066, 'Q812'], ['1', 'not available', 'not available'], ['automobile accident', 19740545, 'Q9687'], ['fraud', 58790, 'Q28813']]"
14631,vclaim-pol-14631,"[['Obama', 'not available', 'not available']]"
14632,vclaim-pol-14632,[]
14633,vclaim-pol-14633,"[['Harry Reid', 367785, 'Q314459'], ['Nevada', 21216, 'Q1227'], ['unemployment', 31741, 'Q41171'], ['4.4 percent', 'not available', 'not available'], ['14 percent', 'not available', 'not available'], ['foreclosure', 595535, 'Q231710'], ['foreclosure', 595535, 'Q231710'], ['bankruptcy', 4695, 'Q152074'], ['bankruptcy', 4695, 'Q152074']]"
14634,vclaim-pol-14634,"[['recent years', 1465584, 'Q4689027'], ['Rep.', 'not available', 'not available'], ['LaTourette', 'not available', 'not available'], ['sponsored legislation', 18765205, 'Q7579032'], ['551.6 percent', 'not available', 'not available']]"
14635,vclaim-pol-14635,"[['Georgia', 48830, 'Q1428'], ['124,000', 'not available', 'not available'], ['unemployment rate', 31741, 'Q41171']]"
14636,vclaim-pol-14636,"[['Mexico', 3966054, 'Q96'], ['El Paso', 135823, 'Q16562'], ['El Paso', 135823, 'Q16562']]"
14637,vclaim-pol-14637,"[['Congressional Budget Office', 1053718, 'Q1125991'], ['$1', 'not available', 'not available'], ['unemployment benefits', 378430, 'Q311255'], ['$1.90', 'not available', 'not available']]"
14638,vclaim-pol-14638,"[['Democrats', 'not available', 'not available'], ['U.S.', 3434750, 'Q30']]"
14639,vclaim-pol-14639,"[['Ninety-four percent', 'not available', 'not available'], ['small businesses', 276495, 'Q1109680'], ['higher taxes', 30297, 'Q8161'], ['Democrats', 'not available', 'not available']]"
14640,vclaim-pol-14640,[]
14641,vclaim-pol-14641,"[['2009', 'not available', 'not available'], ['Small Business', 468579, 'Q499076'], ['Entrepreneurship', 18950003, 'Q3908516'], ['Ohio 11th', 3302561, 'Q7080681'], ['1st', 'not available', 'not available'], ['Midwest', 104697, 'Q186545']]"
14642,vclaim-pol-14642,"[['campaign finance', 339302, 'Q1352232']]"
14643,vclaim-pol-14643,"[['Republican candidate', 9806792, 'Q2935424'], ['Karen Handel', 6509579, 'Q6369678'], ['100 percent', 'not available', 'not available'], ['negative campaign', 677516, 'Q257437']]"
14644,vclaim-pol-14644,"[['House Democrats', 4568488, 'Q5255565'], ['House Republicans', 551783, 'Q7314586']]"
14645,vclaim-pol-14645,"[['Kendrick Meek', 411233, 'Q533073'], ['Democrats', 'not available', 'not available'], ['Congress', 'not available', 'not available'], ['Citizens for Responsibility and Ethics', 1714915, 'Q569743'], ['Washington', 'not available', 'not available']]"
14646,vclaim-pol-14646,"[['Depression', 840273, 'Q4340209'], ['unemployment', 31741, 'Q41171'], ['9 percent', 'not available', 'not available']]"
14647,vclaim-pol-14647,"[['Ohio', 22199, 'Q1397'], ['400,000', 'not available', 'not available'], ['Ted Strickland', 766875, 'Q465295']]"
14648,vclaim-pol-14648,"[['Bush administration', 183895, 'Q1719918'], ['Afghanistan', 737, 'Q889'], ['Iraq', 7515928, 'Q796']]"
14649,vclaim-pol-14649,"[['Cobb County', 96802, 'Q484247'], ['ACLU', 1950, 'Q21637'], ['Sam', 'not available', 'not available'], ['Olens', 'not available', 'not available'], ['ACLU', 1950, 'Q21637']]"
14650,vclaim-pol-14650,"[['Mortgage fraud', 6775921, 'Q6914655'], ['400 percent', 'not available', 'not available']]"
14651,vclaim-pol-14651,"[['Bill', 'not available', 'not available'], ['McCollum', 'not available', 'not available'], ['wheelchairs', 21481546, 'Q191931']]"
14652,vclaim-pol-14652,"[['recession', 25382, 'Q176494'], ['savings rate', 65228, 'Q319622'], ['6.2 percent', 'not available', 'not available']]"
14653,vclaim-pol-14653,"[['A bill', 48367996, 'Q22907214'], ['carbon emissions', 21350772, 'Q167336'], ['Ohio', 22199, 'Q1397'], ['100,000', 'not available', 'not available']]"
14654,vclaim-pol-14654,"[['President George W. Bush', 3414021, 'Q207'], ['Portman', 'not available', 'not available'], ['China', 5405, 'Q148'], ['currency manipulation', 20344106, 'Q1983653'], ['40 percent', 'not available', 'not available'], ['2006', 'not available', 'not available']]"
